data_abertura,qtd_p1,qtd_p2,qtd_p3,qtd_p4,qtd_p5
2023-11-13,0.0,0.0,1.0,0.0,0.0
2023-11-15,0.0,0.0,1.0,0.0,0.0
2023-11-17,0.0,0.0,1.0,0.0,0.0
2023-11-28,0.0,0.0,1.0,0.0,0.0
2023-11-29,0.0,0.0,1.0,0.0,0.0
2023-12-04,0.0,0.0,1.0,0.0,0.0
2023-12-05,0.0,0.0,1.0,1.0,0.0
2023-12-12,0.0,0.0,0.0,1.0,0.0
2023-12-14,0.0,0.0,1.0,0.0,0.0
2023-12-27,0.0,0.0,0.0,1.0,0.0
2023-12-28,0.0,0.0,0.0,1.0,0.0
2023-12-30,0.0,0.0,1.0,0.0,0.0
2024-01-08,0.0,0.0,1.0,0.0,0.0
2024-01-18,0.0,0.0,1.0,0.0,0.0
2024-01-22,0.0,0.0,1.0,0.0,0.0
2024-01-24,0.0,0.0,1.0,0.0,0.0
2024-01-26,0.0,0.0,0.0,1.0,0.0
2024-01-30,0.0,0.0,1.0,0.0,0.0
2024-01-31,0.0,0.0,1.0,0.0,0.0
2024-02-01,0.0,0.0,3.0,0.0,0.0
2024-02-16,0.0,0.0,1.0,0.0,0.0
2024-02-20,0.0,0.0,1.0,1.0,0.0
2024-02-21,0.0,0.0,1.0,0.0,0.0
2024-02-22,0.0,0.0,0.0,1.0,0.0
2024-02-24,0.0,0.0,1.0,0.0,0.0
2024-02-27,0.0,0.0,1.0,1.0,0.0
2024-02-28,0.0,0.0,1.0,0.0,0.0
2024-03-02,0.0,0.0,2.0,0.0,0.0
2024-03-03,0.0,0.0,0.0,1.0,0.0
2024-03-04,0.0,0.0,1.0,0.0,0.0
2024-03-05,0.0,0.0,1.0,2.0,0.0
2024-03-06,0.0,0.0,1.0,0.0,0.0
2024-03-07,0.0,0.0,1.0,0.0,0.0
2024-03-08,0.0,0.0,1.0,0.0,0.0
2024-03-09,0.0,0.0,1.0,0.0,0.0
2024-03-10,0.0,0.0,1.0,0.0,0.0
2024-03-11,0.0,0.0,1.0,0.0,0.0
2024-03-12,0.0,0.0,2.0,0.0,0.0
2024-03-13,0.0,0.0,1.0,0.0,0.0
2024-03-15,0.0,0.0,2.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,1.0,0.0
2024-03-19,0.0,0.0,2.0,3.0,0.0
2024-03-22,0.0,0.0,3.0,0.0,0.0
2024-03-23,0.0,0.0,1.0,0.0,0.0
2024-03-26,0.0,0.0,0.0,4.0,0.0
2024-04-02,0.0,0.0,2.0,0.0,0.0
2024-04-03,0.0,0.0,1.0,0.0,0.0
2024-04-06,0.0,0.0,1.0,1.0,0.0
2024-04-10,0.0,0.0,1.0,4.0,0.0
2024-04-13,0.0,0.0,1.0,0.0,0.0
2024-04-15,0.0,0.0,4.0,0.0,0.0
2024-04-16,0.0,0.0,1.0,0.0,0.0
2024-04-18,0.0,0.0,1.0,0.0,0.0
2024-04-20,0.0,0.0,2.0,0.0,0.0
2024-04-23,0.0,0.0,2.0,0.0,0.0
2024-04-24,0.0,0.0,1.0,0.0,0.0
2024-04-25,0.0,0.0,1.0,2.0,0.0
2024-04-27,0.0,0.0,1.0,0.0,0.0
2024-05-01,0.0,0.0,1.0,0.0,0.0
2024-05-08,0.0,0.0,1.0,0.0,0.0
2024-05-09,0.0,0.0,1.0,0.0,0.0
2024-05-10,0.0,0.0,1.0,0.0,0.0
2024-05-13,0.0,0.0,1.0,0.0,0.0
2024-05-15,0.0,0.0,1.0,0.0,0.0
2024-05-16,0.0,0.0,2.0,0.0,0.0
2024-05-17,0.0,0.0,1.0,0.0,0.0
2024-05-20,0.0,0.0,0.0,1.0,0.0
2024-05-21,0.0,0.0,0.0,1.0,0.0
2024-05-22,0.0,0.0,1.0,0.0,0.0
2024-05-24,0.0,0.0,1.0,0.0,0.0
2024-05-28,0.0,0.0,1.0,0.0,0.0
2024-05-29,0.0,0.0,1.0,0.0,0.0
2024-05-31,0.0,0.0,1.0,0.0,0.0
2024-06-06,0.0,0.0,1.0,0.0,0.0
2024-06-08,0.0,0.0,1.0,0.0,0.0
2024-06-10,0.0,0.0,1.0,0.0,0.0
2024-06-12,0.0,0.0,2.0,0.0,0.0
2024-06-13,0.0,0.0,1.0,1.0,0.0
2024-06-14,0.0,0.0,1.0,0.0,0.0
2024-06-15,0.0,0.0,1.0,0.0,0.0
2024-06-18,0.0,0.0,1.0,0.0,0.0
2024-06-24,0.0,0.0,1.0,0.0,0.0
2024-06-25,0.0,0.0,1.0,1.0,0.0
2024-06-27,0.0,0.0,3.0,0.0,0.0
2024-07-02,0.0,0.0,1.0,0.0,0.0
2024-07-04,0.0,0.0,1.0,0.0,0.0
2024-07-05,0.0,0.0,2.0,1.0,0.0
2024-07-06,0.0,0.0,1.0,1.0,0.0
2024-07-09,0.0,0.0,1.0,0.0,0.0
2024-07-10,0.0,0.0,2.0,0.0,0.0
2024-07-11,0.0,0.0,1.0,1.0,0.0
2024-07-12,0.0,0.0,1.0,0.0,0.0
2024-07-14,0.0,0.0,0.0,1.0,0.0
2024-07-15,0.0,0.0,4.0,0.0,0.0
2024-07-17,0.0,0.0,1.0,2.0,0.0
2024-07-18,0.0,0.0,3.0,1.0,0.0
2024-07-19,0.0,0.0,4.0,1.0,0.0
2024-07-22,0.0,0.0,1.0,1.0,0.0
2024-07-23,0.0,0.0,3.0,0.0,0.0
2024-07-25,0.0,0.0,4.0,1.0,0.0
2024-07-30,0.0,0.0,1.0,0.0,0.0
2024-07-31,0.0,0.0,0.0,3.0,0.0
2024-08-01,0.0,0.0,1.0,0.0,0.0
2024-08-04,0.0,0.0,1.0,0.0,0.0
2024-08-05,0.0,0.0,3.0,0.0,0.0
2024-08-06,0.0,0.0,0.0,2.0,0.0
2024-08-07,0.0,0.0,1.0,0.0,0.0
2024-08-08,0.0,0.0,0.0,1.0,0.0
2024-08-09,0.0,0.0,2.0,0.0,0.0
2024-08-11,0.0,0.0,0.0,1.0,0.0
2024-08-13,0.0,0.0,2.0,2.0,0.0
2024-08-14,0.0,0.0,0.0,1.0,0.0
2024-08-15,0.0,0.0,0.0,3.0,0.0
2024-08-17,0.0,0.0,0.0,1.0,0.0
2024-08-18,0.0,0.0,0.0,1.0,0.0
2024-08-20,0.0,0.0,1.0,1.0,0.0
2024-08-21,0.0,0.0,4.0,0.0,0.0
2024-08-22,0.0,0.0,1.0,1.0,0.0
2024-08-23,0.0,0.0,1.0,0.0,0.0
2024-08-26,0.0,0.0,2.0,0.0,0.0
2024-08-27,0.0,0.0,1.0,0.0,0.0
2024-08-28,0.0,0.0,0.0,2.0,0.0
2024-08-30,0.0,0.0,3.0,0.0,0.0
2024-09-03,0.0,0.0,2.0,0.0,0.0
2024-09-04,0.0,0.0,1.0,1.0,0.0
2024-09-06,0.0,0.0,0.0,2.0,0.0
2024-09-09,0.0,0.0,0.0,2.0,0.0
2024-09-10,0.0,0.0,1.0,0.0,0.0
2024-09-11,0.0,0.0,2.0,0.0,0.0
2024-09-18,0.0,0.0,1.0,1.0,0.0
2024-09-19,0.0,0.0,3.0,0.0,0.0
2024-09-20,0.0,0.0,1.0,0.0,0.0
2024-09-23,0.0,0.0,1.0,0.0,0.0
2024-09-24,0.0,0.0,2.0,1.0,0.0
2024-09-25,0.0,0.0,4.0,0.0,0.0
2024-09-26,0.0,0.0,1.0,1.0,0.0
2024-09-28,0.0,0.0,2.0,0.0,0.0
2024-09-29,0.0,0.0,0.0,4.0,0.0
2024-09-30,0.0,0.0,1.0,0.0,0.0
2024-10-01,0.0,0.0,2.0,0.0,0.0
2024-10-02,0.0,0.0,1.0,0.0,0.0
2024-10-03,0.0,0.0,1.0,1.0,0.0
2024-10-04,0.0,0.0,2.0,0.0,0.0
2024-10-05,0.0,0.0,0.0,1.0,0.0
2024-10-07,0.0,0.0,1.0,0.0,0.0
2024-10-08,0.0,0.0,3.0,0.0,0.0
2024-10-09,0.0,0.0,1.0,1.0,0.0
2024-10-10,0.0,0.0,0.0,4.0,0.0
2024-10-11,0.0,0.0,1.0,1.0,0.0
2024-10-12,0.0,0.0,0.0,1.0,0.0
2024-10-13,0.0,0.0,0.0,1.0,0.0
2024-10-14,0.0,0.0,3.0,1.0,0.0
2024-10-15,0.0,0.0,3.0,1.0,0.0
2024-10-20,0.0,0.0,0.0,1.0,0.0
2024-10-22,0.0,0.0,1.0,0.0,0.0
2024-10-23,0.0,0.0,2.0,0.0,0.0
2024-10-25,0.0,0.0,1.0,0.0,0.0
2024-10-26,0.0,0.0,1.0,0.0,0.0
2024-10-27,0.0,0.0,3.0,0.0,0.0
2024-10-28,0.0,0.0,3.0,1.0,0.0
2024-10-30,0.0,0.0,3.0,0.0,0.0
2024-10-31,0.0,0.0,3.0,1.0,0.0
2024-11-01,0.0,0.0,2.0,1.0,0.0
2024-11-04,0.0,0.0,1.0,2.0,0.0
2024-11-05,0.0,0.0,3.0,1.0,0.0
2024-11-06,0.0,0.0,3.0,10.0,0.0
2024-11-07,0.0,0.0,2.0,2.0,0.0
2024-11-08,0.0,0.0,2.0,0.0,0.0
2024-11-09,0.0,0.0,1.0,0.0,0.0
2024-11-11,0.0,0.0,1.0,0.0,0.0
2024-11-13,0.0,0.0,0.0,2.0,0.0
2024-11-14,0.0,0.0,1.0,1.0,0.0
2024-11-16,0.0,0.0,1.0,0.0,0.0
2024-11-18,0.0,0.0,2.0,0.0,0.0
2024-11-19,0.0,0.0,3.0,2.0,0.0
2024-11-21,0.0,0.0,6.0,0.0,0.0
2024-11-22,0.0,0.0,2.0,1.0,0.0
2024-11-25,0.0,0.0,3.0,4.0,0.0
2024-11-26,0.0,0.0,6.0,1.0,0.0
2024-11-27,0.0,0.0,1.0,1.0,0.0
2024-11-28,0.0,0.0,2.0,0.0,0.0
2024-11-29,0.0,0.0,4.0,1.0,0.0
2024-12-02,0.0,0.0,1.0,1.0,0.0
2024-12-03,0.0,0.0,1.0,0.0,0.0
2024-12-04,0.0,0.0,2.0,0.0,0.0
2024-12-05,0.0,0.0,2.0,0.0,0.0
2024-12-06,0.0,0.0,2.0,3.0,0.0
2024-12-08,0.0,0.0,0.0,4.0,0.0
2024-12-09,0.0,0.0,3.0,0.0,0.0
2024-12-10,0.0,0.0,3.0,1.0,0.0
2024-12-11,0.0,0.0,3.0,0.0,0.0
2024-12-12,0.0,0.0,2.0,16.0,0.0
2024-12-13,0.0,0.0,1.0,0.0,0.0
2024-12-15,0.0,0.0,2.0,0.0,0.0
2024-12-16,0.0,0.0,3.0,3.0,0.0
2024-12-17,0.0,0.0,5.0,1.0,0.0
2024-12-18,0.0,0.0,2.0,3.0,0.0
2024-12-19,0.0,0.0,4.0,1.0,0.0
2024-12-20,0.0,0.0,3.0,3.0,0.0
2024-12-21,0.0,0.0,1.0,3.0,0.0
2024-12-23,0.0,0.0,2.0,2.0,0.0
2024-12-24,0.0,0.0,3.0,2.0,0.0
2024-12-26,0.0,0.0,6.0,9.0,1.0
2024-12-27,0.0,0.0,49.0,20.0,0.0
2024-12-28,0.0,0.0,4.0,9.0,1.0
2024-12-29,0.0,2.0,4.0,6.0,4.0
2024-12-30,0.0,0.0,19.0,16.0,0.0
2024-12-31,0.0,2.0,15.0,15.0,1.0
2025-01-01,0.0,5.0,6.0,21.0,2.0
2025-01-02,0.0,5.0,38.0,12.0,0.0
2025-01-03,0.0,11.0,40.0,24.0,2.0
2025-01-04,0.0,139.0,10.0,16.0,1.0
2025-01-05,0.0,11.0,7.0,14.0,7.0
2025-01-06,0.0,32.0,53.0,27.0,3.0
2025-01-07,0.0,15.0,49.0,26.0,3.0
2025-01-08,0.0,27.0,94.0,23.0,0.0
2025-01-09,0.0,37.0,122.0,32.0,0.0
2025-01-10,0.0,13.0,63.0,22.0,0.0
2025-01-11,0.0,23.0,34.0,26.0,1.0
2025-01-12,0.0,12.0,20.0,13.0,0.0
2025-01-13,0.0,45.0,73.0,22.0,1.0
2025-01-14,0.0,24.0,81.0,28.0,1.0
2025-01-15,0.0,73.0,100.0,50.0,1.0
2025-01-16,0.0,82.0,85.0,26.0,2.0
2025-01-17,0.0,25.0,84.0,22.0,5.0
2025-01-18,0.0,15.0,37.0,12.0,1.0
2025-01-19,0.0,9.0,28.0,20.0,1.0
2025-01-20,0.0,17.0,69.0,14.0,7.0
2025-01-21,0.0,21.0,72.0,14.0,4.0
2025-01-22,0.0,26.0,80.0,13.0,5.0
2025-01-23,0.0,37.0,68.0,30.0,5.0
2025-01-24,0.0,20.0,63.0,20.0,2.0
2025-01-25,0.0,26.0,71.0,32.0,8.0
2025-01-26,0.0,36.0,24.0,13.0,4.0
2025-01-27,0.0,35.0,80.0,38.0,5.0
2025-01-28,0.0,30.0,107.0,13.0,2.0
2025-01-29,0.0,25.0,92.0,32.0,5.0
2025-01-30,0.0,39.0,175.0,21.0,7.0
2025-01-31,0.0,21.0,71.0,17.0,4.0
2025-02-01,0.0,8.0,30.0,15.0,3.0
2025-02-02,0.0,15.0,28.0,12.0,0.0
2025-02-03,0.0,33.0,153.0,41.0,0.0
2025-02-04,0.0,23.0,87.0,19.0,2.0
2025-02-05,0.0,32.0,81.0,21.0,2.0
2025-02-06,0.0,28.0,114.0,29.0,3.0
2025-02-07,0.0,20.0,83.0,24.0,2.0
2025-02-08,0.0,16.0,22.0,12.0,1.0
2025-02-09,0.0,13.0,20.0,13.0,0.0
2025-02-10,0.0,35.0,86.0,12.0,1.0
2025-02-11,0.0,50.0,74.0,17.0,1.0
2025-02-12,0.0,41.0,92.0,22.0,1.0
2025-02-13,0.0,24.0,65.0,24.0,3.0
2025-02-14,0.0,20.0,71.0,19.0,2.0
2025-02-15,0.0,11.0,58.0,21.0,0.0
2025-02-16,0.0,15.0,42.0,5.0,1.0
2025-02-17,0.0,28.0,72.0,16.0,1.0
2025-02-18,0.0,19.0,108.0,20.0,0.0
2025-02-19,0.0,18.0,141.0,23.0,3.0
2025-02-20,0.0,33.0,126.0,19.0,3.0
2025-02-21,0.0,41.0,114.0,13.0,0.0
2025-02-22,0.0,17.0,41.0,13.0,0.0
2025-02-23,0.0,25.0,67.0,12.0,4.0
2025-02-24,0.0,23.0,81.0,10.0,2.0
2025-02-25,0.0,22.0,83.0,19.0,1.0
2025-02-26,0.0,21.0,114.0,93.0,2.0
2025-02-27,0.0,41.0,84.0,25.0,5.0
2025-02-28,0.0,33.0,79.0,18.0,2.0
2025-03-01,0.0,18.0,32.0,32.0,2.0
2025-03-02,0.0,16.0,16.0,5.0,2.0
2025-03-03,0.0,11.0,21.0,9.0,2.0
2025-03-04,0.0,7.0,20.0,12.0,3.0
2025-03-05,0.0,23.0,61.0,13.0,2.0
2025-03-06,0.0,25.0,97.0,14.0,2.0
2025-03-07,0.0,23.0,84.0,12.0,1.0
2025-03-08,0.0,14.0,97.0,19.0,0.0
2025-03-09,0.0,12.0,16.0,14.0,0.0
2025-03-10,0.0,27.0,68.0,14.0,1.0
2025-03-11,0.0,56.0,100.0,15.0,1.0
2025-03-12,0.0,33.0,96.0,26.0,3.0
2025-03-13,0.0,41.0,90.0,23.0,3.0
2025-03-14,0.0,15.0,111.0,23.0,6.0
2025-03-15,0.0,13.0,18.0,17.0,0.0
2025-03-16,0.0,20.0,30.0,18.0,0.0
2025-03-17,0.0,20.0,188.0,21.0,1.0
2025-03-18,0.0,20.0,78.0,23.0,3.0
2025-03-19,0.0,128.0,103.0,33.0,4.0
2025-03-20,0.0,26.0,95.0,22.0,0.0
2025-03-21,0.0,36.0,94.0,25.0,2.0
2025-03-22,0.0,14.0,51.0,15.0,3.0
2025-03-23,0.0,8.0,26.0,17.0,5.0
2025-03-24,0.0,18.0,72.0,36.0,8.0
2025-03-25,0.0,18.0,110.0,28.0,6.0
2025-03-26,0.0,30.0,77.0,42.0,1.0
2025-03-27,0.0,22.0,77.0,15.0,3.0
2025-03-28,0.0,23.0,75.0,27.0,5.0
2025-03-29,0.0,7.0,30.0,25.0,1.0
2025-03-30,0.0,13.0,22.0,20.0,1.0
2025-03-31,0.0,37.0,54.0,16.0,3.0
2025-04-01,0.0,28.0,79.0,16.0,4.0
2025-04-02,0.0,14.0,108.0,24.0,6.0
2025-04-03,0.0,35.0,95.0,38.0,10.0
2025-04-04,0.0,22.0,126.0,26.0,6.0
2025-04-05,0.0,8.0,77.0,20.0,0.0
2025-04-06,0.0,10.0,19.0,13.0,3.0
2025-04-07,0.0,28.0,78.0,38.0,1.0
2025-04-08,0.0,9.0,93.0,29.0,0.0
2025-04-09,0.0,18.0,73.0,30.0,4.0
2025-04-10,0.0,14.0,72.0,33.0,1.0
2025-04-11,0.0,9.0,52.0,27.0,1.0
2025-04-12,0.0,9.0,27.0,9.0,2.0
2025-04-13,0.0,12.0,22.0,22.0,0.0
2025-04-14,0.0,19.0,72.0,19.0,0.0
2025-04-15,0.0,32.0,54.0,26.0,0.0
2025-04-16,0.0,14.0,67.0,22.0,0.0
2025-04-17,0.0,14.0,94.0,31.0,1.0
2025-04-18,0.0,14.0,41.0,12.0,0.0
2025-04-19,0.0,7.0,35.0,12.0,0.0
2025-04-20,0.0,7.0,13.0,11.0,0.0
2025-04-21,0.0,15.0,19.0,15.0,0.0
2025-04-22,0.0,11.0,49.0,18.0,0.0
2025-04-23,0.0,29.0,64.0,29.0,1.0
2025-04-24,0.0,15.0,75.0,39.0,1.0
2025-04-25,0.0,21.0,68.0,29.0,0.0
2025-04-26,0.0,16.0,32.0,12.0,1.0
2025-04-27,0.0,5.0,20.0,20.0,0.0
2025-04-28,0.0,16.0,80.0,19.0,0.0
2025-04-29,0.0,25.0,111.0,32.0,3.0
2025-04-30,1.0,44.0,126.0,24.0,0.0
2025-05-01,0.0,14.0,48.0,31.0,0.0
2025-05-02,0.0,8.0,62.0,25.0,0.0
2025-05-03,0.0,13.0,37.0,16.0,0.0
2025-05-04,0.0,8.0,19.0,10.0,0.0
2025-05-05,0.0,10.0,68.0,17.0,0.0
2025-05-06,0.0,18.0,70.0,20.0,0.0
2025-05-07,0.0,13.0,89.0,23.0,0.0
2025-05-08,0.0,7.0,84.0,23.0,5.0
2025-05-09,0.0,16.0,71.0,21.0,1.0
2025-05-10,0.0,5.0,44.0,24.0,0.0
2025-05-11,0.0,14.0,11.0,13.0,0.0
2025-05-12,0.0,43.0,87.0,21.0,0.0
2025-05-13,0.0,9.0,89.0,13.0,0.0
2025-05-14,0.0,16.0,74.0,59.0,0.0
2025-05-15,0.0,25.0,109.0,31.0,0.0
2025-05-16,0.0,20.0,76.0,29.0,0.0
2025-05-17,0.0,10.0,26.0,16.0,0.0
2025-05-18,0.0,7.0,15.0,13.0,0.0
2025-05-19,0.0,19.0,74.0,24.0,0.0
2025-05-20,0.0,32.0,80.0,18.0,0.0
2025-05-21,0.0,20.0,86.0,21.0,0.0
2025-05-22,0.0,24.0,131.0,38.0,1.0
2025-05-23,0.0,15.0,96.0,34.0,1.0
2025-05-24,0.0,11.0,49.0,29.0,1.0
2025-05-25,0.0,7.0,13.0,34.0,0.0
2025-05-26,0.0,21.0,67.0,26.0,0.0
2025-05-27,0.0,20.0,89.0,18.0,0.0
2025-05-28,0.0,23.0,110.0,27.0,0.0
2025-05-29,0.0,16.0,82.0,30.0,1.0
2025-05-30,0.0,28.0,83.0,21.0,2.0
2025-05-31,0.0,10.0,36.0,14.0,1.0
2025-06-01,0.0,8.0,21.0,13.0,0.0
2025-06-02,0.0,10.0,83.0,34.0,0.0
2025-06-03,0.0,26.0,66.0,28.0,0.0
2025-06-04,0.0,24.0,87.0,67.0,0.0
2025-06-05,0.0,49.0,63.0,22.0,0.0
2025-06-06,0.0,22.0,83.0,23.0,0.0
2025-06-07,0.0,17.0,50.0,22.0,1.0
2025-06-08,0.0,7.0,27.0,17.0,1.0
2025-06-09,0.0,14.0,126.0,30.0,0.0
2025-06-10,0.0,29.0,108.0,18.0,0.0
2025-06-11,0.0,35.0,100.0,16.0,1.0
2025-06-12,0.0,30.0,67.0,22.0,0.0
2025-06-13,0.0,9.0,58.0,24.0,0.0
2025-06-14,0.0,11.0,31.0,12.0,0.0
2025-06-15,0.0,12.0,29.0,43.0,0.0
2025-06-16,0.0,20.0,115.0,43.0,2.0
2025-06-17,0.0,24.0,95.0,29.0,2.0
2025-06-18,0.0,16.0,86.0,39.0,2.0
2025-06-19,0.0,14.0,39.0,23.0,1.0
2025-06-20,0.0,10.0,48.0,27.0,0.0
2025-06-21,0.0,8.0,29.0,32.0,0.0
2025-06-22,0.0,11.0,15.0,15.0,1.0
2025-06-23,0.0,18.0,73.0,23.0,1.0
2025-06-24,0.0,20.0,81.0,25.0,1.0
2025-06-25,0.0,48.0,80.0,31.0,1.0
2025-06-26,0.0,256.0,94.0,36.0,0.0
2025-06-27,0.0,24.0,78.0,27.0,1.0
2025-06-28,0.0,12.0,24.0,20.0,0.0
2025-06-29,0.0,7.0,23.0,8.0,0.0
2025-06-30,0.0,15.0,61.0,28.0,0.0
2025-07-01,0.0,11.0,74.0,23.0,2.0
2025-07-02,0.0,14.0,82.0,21.0,3.0
2025-07-03,0.0,30.0,56.0,62.0,1.0
2025-07-04,0.0,16.0,56.0,32.0,0.0
2025-07-05,0.0,31.0,26.0,16.0,0.0
2025-07-06,0.0,5.0,11.0,9.0,0.0
2025-07-07,0.0,17.0,57.0,26.0,0.0
2025-07-08,0.0,31.0,74.0,43.0,2.0
2025-07-09,0.0,20.0,49.0,14.0,0.0
2025-07-10,0.0,49.0,83.0,31.0,0.0
2025-07-11,0.0,14.0,82.0,18.0,0.0
2025-07-12,0.0,10.0,33.0,13.0,1.0
2025-07-13,0.0,12.0,22.0,14.0,0.0
2025-07-14,0.0,27.0,71.0,21.0,0.0
2025-07-15,0.0,18.0,83.0,17.0,2.0
2025-07-16,0.0,19.0,78.0,44.0,0.0
2025-07-17,0.0,16.0,72.0,22.0,0.0
2025-07-18,0.0,13.0,76.0,18.0,0.0
2025-07-19,0.0,4.0,25.0,22.0,1.0
2025-07-20,0.0,5.0,9.0,13.0,1.0
2025-07-21,0.0,9.0,98.0,22.0,0.0
2025-07-22,0.0,7.0,78.0,26.0,1.0
2025-07-23,0.0,15.0,86.0,33.0,0.0
2025-07-24,0.0,9.0,81.0,23.0,0.0
2025-07-25,0.0,15.0,70.0,33.0,2.0
2025-07-26,0.0,97.0,39.0,20.0,0.0
2025-07-27,0.0,8.0,12.0,22.0,0.0
2025-07-28,0.0,28.0,78.0,53.0,0.0
2025-07-29,0.0,35.0,111.0,52.0,0.0
2025-07-30,0.0,36.0,85.0,29.0,0.0
2025-07-31,0.0,15.0,104.0,42.0,1.0
2025-08-01,0.0,14.0,89.0,23.0,0.0
2025-08-02,0.0,11.0,41.0,27.0,0.0
2025-08-03,0.0,9.0,7.0,10.0,0.0
2025-08-04,0.0,11.0,102.0,17.0,0.0
2025-08-05,0.0,25.0,97.0,26.0,2.0
2025-08-06,0.0,10.0,82.0,22.0,1.0
2025-08-07,0.0,55.0,98.0,22.0,1.0
2025-08-08,0.0,29.0,132.0,30.0,0.0
2025-08-09,0.0,19.0,30.0,17.0,0.0
2025-08-10,0.0,12.0,24.0,10.0,0.0
2025-08-11,0.0,20.0,95.0,26.0,0.0
2025-08-12,0.0,27.0,111.0,21.0,0.0
2025-08-13,0.0,23.0,108.0,27.0,0.0
2025-08-14,0.0,20.0,163.0,19.0,1.0
2025-08-15,0.0,38.0,70.0,25.0,0.0
2025-08-16,0.0,12.0,48.0,24.0,0.0
2025-08-17,0.0,10.0,19.0,22.0,0.0
2025-08-18,0.0,73.0,92.0,26.0,0.0
2025-08-19,0.0,24.0,129.0,39.0,0.0
2025-08-20,0.0,22.0,74.0,34.0,0.0
2025-08-21,0.0,25.0,96.0,34.0,0.0
2025-08-22,0.0,20.0,78.0,28.0,0.0
2025-08-23,0.0,28.0,29.0,23.0,0.0
2025-08-24,0.0,7.0,50.0,13.0,0.0
